date,"Provo, UT","Anchorage, AK","Burlington, VT","Ithaca, NY","Minneapolis, MN","Duluth, MN","Louisville, KY","Asheville, NC"
2014-06-03T20:54:00,49833,47244,24137,25791,40389,59969,18674,22600
2014-06-03T20:55:00,49833,47244,24137,25791,40389,59969,18674,22600
2014-06-03T20:56:00,49845,47261,24146,25809,40394,59984,18681,22608
2014-06-03T20:57:00,49847,47265,24150,25813,40397,59988,18682,22608
2014-06-03T20:58:00,49851,47268,24154,25818,40398,59991,18686,22609
2014-06-03T20:59:00,49851,47268,24154,25818,40398,59991,18686,22609
2014-06-03T21:00:00,49859,47283,24166,25827,40403,59999,18692,22612
2014-06-03T21:01:00,49859,47283,24166,25827,40403,59999,18692,22612
2014-06-03T21:02:00,49859,47283,24166,25827,40403,59999,18692,22612
2014-06-03T21:03:00,49865,47291,24173,25832,40405,60007,18694,22619
2014-06-03T21:04:01,49870,47299,24178,25836,40408,60013,18695,22624
2014-06-03T21:05:00,49870,47299,24178,25836,40408,60013,18695,22624
2014-06-03T21:06:00,49870,47299,24178,25836,40408,60013,18695,22624
2014-06-03T21:07:00,49875,47309,24187,25846,40412,60023,18698,22631
2014-06-03T21:08:00,49875,47309,24187,25846,40412,60023,18698,22631
2014-06-03T21:09:00,49891,47328,24204,25856,40420,60040,18709,22643
2014-06-03T21:10:00,49896,47334,24206,25863,40423,60043,18713,22646
2014-06-03T21:11:00,49896,47334,24206,25863,40423,60043,18713,22646
2014-06-03T21:12:00,49897,47337,24209,25866,40423,60048,18715,22647
2014-06-03T21:13:00,49907,47351,24220,25876,40432,60057,18725,22654
2014-06-03T21:14:00,49907,47354,24223,25878,40433,60059,18726,22657
2014-06-03T21:15:00,49910,47354,24224,25880,40434,60062,18729,22657
2014-06-03T21:16:00,49907,47351,24220,25876,40432,60057,18725,22654
2014-06-03T21:17:00,49914,47362,24231,25886,40440,60073,18733,22661
2014-06-03T21:18:00,49914,47362,24231,25886,40440,60073,18733,22661
2014-06-03T21:19:00,49921,47372,24238,25896,40444,60081,18734,22666
2014-06-03T21:20:00,49921,47372,24238,25896,40444,60081,18734,22666
2014-06-03T21:21:00,49921,47372,24238,25896,40444,60081,18734,22666
2014-06-03T21:22:00,49929,47387,24250,25905,40453,60091,18742,22671
2014-06-03T21:23:00,49930,47389,24252,25908,40454,60094,18743,22672
2014-06-03T21:24:00,49930,47389,24252,25908,40454,60094,18743,22672
2014-06-03T21:25:00,49938,47397,24259,25916,40459,60100,18746,22676
2014-06-03T21:26:00,49944,47403,24263,25917,40462,60105,18749,22680
2014-06-03T21:27:00,49944,47403,24263,25917,40462,60105,18749,22680
2014-06-03T21:28:00,49947,47418,24269,25926,40465,60113,18753,22687
2014-06-03T21:29:00,49947,47418,24269,25926,40465,60113,18753,22687
2014-06-03T21:30:00,49954,47435,24279,25933,40472,60121,18758,22693
2014-06-03T21:31:00,49954,47435,24279,25933,40472,60121,18758,22693
2014-06-03T21:32:00,49954,47435,24279,25933,40472,60121,18758,22693
2014-06-03T21:33:00,49964,47448,24287,25939,40473,60128,18765,22703
2014-06-03T21:34:01,49965,47451,24289,25940,40473,60129,18767,22704
2014-06-03T21:35:00,49965,47451,24289,25940,40473,60129,18767,22704
2014-06-03T21:36:00,49965,47451,24289,25940,40473,60129,18767,22704
2014-06-03T21:37:00,49973,47461,24296,25949,40481,60137,18772,22709
2014-06-03T21:38:00,49978,47465,24299,25958,40482,60140,18773,22710
2014-06-03T21:39:00,49980,47465,24299,25958,40483,60143,18773,22711
2014-06-03T21:40:00,49980,47465,24299,25958,40483,60143,18773,22711
2014-06-03T21:41:00,49980,47465,24299,25958,40483,60143,18773,22711
2014-06-03T21:42:00,49980,47465,24299,25958,40483,60143,18773,22711
2014-06-03T21:43:00,49991,47482,24313,25976,40492,60158,18781,22720
2014-06-03T21:44:00,49991,47486,24316,25979,40494,60162,18785,22723
2014-06-03T21:45:00,49991,47486,24316,25979,40494,60162,18785,22723
2014-06-03T21:46:00,49999,47492,24323,25986,40500,60167,18791,22727
2014-06-03T21:47:00,49999,47492,24323,25986,40500,60167,18791,22727
2014-06-03T21:48:00,50005,47499,24335,25992,40503,60175,18795,22731
2014-06-03T21:49:00,50007,47500,24337,25994,40503,60178,18795,22733
2014-06-03T21:50:00,50011,47507,24341,26000,40504,60180,18796,22735
2014-06-03T21:51:00,50011,47507,24341,26000,40504,60180,18796,22735
2014-06-03T21:52:00,50011,47507,24341,26000,40504,60180,18796,22735
2014-06-03T21:53:00,50011,47507,24341,26000,40504,60180,18796,22735
2014-06-03T21:54:00,50021,47519,24351,26013,40514,60190,18805,22742
2014-06-03T21:55:00,50021,47519,24351,26013,40514,60190,18805,22742
2014-06-03T21:56:00,50021,47519,24351,26013,40514,60190,18805,22742
2014-06-03T21:57:00,50027,47536,24365,26021,40525,60200,18814,22751
2014-06-03T21:58:00,50030,47538,24366,26026,40526,60202,18818,22751
2014-06-03T21:59:00,50030,47538,24366,26026,40526,60202,18818,22751
2014-06-03T22:00:01,50030,47538,24366,26026,40526,60202,18818,22751
